claim_id,claim_amount,days_to_file,channel,policy_tenure_yrs,has_prior_claims,region,vehicle_age_yrs,claim_type,is_fraud
38,586.848315330991,0,agent,11.24769282169892,1,NL-South,7.72840609248709,collision,0
39,1305.8894001039582,42,online,5.460146704074871,1,NL-South,18.841298993103667,weather,1
40,1164.3214837356122,14,agent,13.801315228287827,1,NL-West,12.605241369090534,collision,0
41,620.2646709933884,23,online,1.1601788732927232,0,NL-North,14.72844774671116,collision,0
42,275.2307258514219,11,agent,1.3674660870419624,0,NL-South,18.341541021544938,collision,0
43,565.5749157462932,27,online,7.927288573635695,1,NL-East,16.623027530936852,collision,0
44,1183.767314124631,22,online,7.062357735534788,0,NL-North,5.773358041514303,collision,0
45,1340.8528552194985,11,phone,9.577012911973522,1,NL-North,17.34469457439903,theft,0
46,588.871043247573,53,agent,3.4358420210882707,0,NL-South,10.794174887689765,theft,0
47,149.7693926738094,45,agent,3.390424364653134,0,NL-West,0.8965770272043572,collision,0
48,237.92899385467837,23,phone,11.236643516545556,1,NL-East,13.476358892119267,collision,0
49,1118.9395459724092,3,online,4.376478010570097,1,NL-West,9.993952948419496,weather,0
50,612.2891983267789,50,agent,10.909376027400034,1,NL-South,10.732475805568049,weather,0
51,623.8713008998384,41,agent,9.610604776193696,0,NL-North,8.230506777433286,weather,0
52,364.28619742387343,33,online,1.2499072999376044,0,NL-East,1.281704470628624,collision,0
53,358.2210128553317,36,online,10.66694459604111,1,NL-West,3.604267029421364,glass,0
54,1501.94753080703,0,online,13.192730619088882,0,NL-West,15.12909202565012,weather,0
55,1146.3826134812266,28,phone,12.249693860214334,0,NL-South,4.6845753266408945,collision,0
56,505.63824210546807,11,agent,0.13292798834662667,1,NL-East,12.554533861741874,theft,0
57,880.765224293421,39,agent,8.095708592079356,0,NL-East,10.837205267713346,collision,0
58,992.7289100329962,55,online,13.700058176601324,0,NL-East,4.427969859466579,theft,0
59,2353.8438789215643,31,phone,8.980885112987496,1,NL-North,5.611426068671532,weather,0
60,331.880228998965,36,agent,4.354891059796524,1,NL-North,7.6713523498737946,collision,0
61,983.5597377814802,40,online,2.9181696299969606,0,NL-East,17.6037278764688,collision,0
62,1496.9848490260201,55,agent,10.274212940324428,0,NL-East,18.826123672387375,collision,0
63,2179.7125082723387,2,agent,11.568809020693095,0,NL-South,7.735109627475579,weather,0
64,484.833249269815,18,phone,13.688771473761005,0,NL-East,0.9230193223756911,weather,0
65,606.1878176594588,16,agent,13.58574875299658,0,NL-West,12.017967363595899,collision,0
66,1314.23309601274,42,agent,5.0892024917357395,1,NL-West,8.351516079073644,glass,0
67,198.83686481264132,26,online,9.05815397258676,0,NL-North,9.84630596259068,collision,0
68,1052.529504062497,46,agent,1.5227877878849068,0,NL-East,8.839008493977689,collision,0
69,2900.899885350804,28,agent,1.4169382524569618,1,NL-South,13.091471130993362,collision,1
70,1130.4768727535145,58,online,1.0720285020081988,1,NL-North,6.088802357339347,weather,1
71,75.68870602519051,46,agent,13.907163691318681,0,NL-East,17.85262773494924,weather,0
72,411.0211161169223,1,online,2.286486393412403,1,NL-North,8.424986923144095,weather,0
73,497.38070390153985,59,agent,7.234892977329428,1,NL-East,6.833228400300877,weather,0
74,1728.1814357912106,57,agent,6.496085471916109,1,NL-North,18.45889971339717,collision,1
75,735.0718914664756,2,online,4.871566644399817,0,NL-East,7.162858159339551,collision,0
76,152.38526795441177,23,agent,8.065959785271545,1,NL-West,1.6614599799080154,theft,0
77,799.0967083090209,58,phone,0.041863357103829046,1,NL-North,3.10672126946268,collision,1
78,920.2854651868064,50,phone,5.702240074793961,1,NL-North,14.285899920199585,collision,0
79,550.8032790938482,28,phone,7.1901609070448105,1,NL-South,11.246510258108467,collision,0
80,352.69986677102,32,agent,12.049565793079507,1,NL-North,10.692342811928539,collision,0
81,3100.638321934152,1,agent,10.51445143952468,1,NL-West,1.6398220770659577,collision,1
82,1500.2093258671632,33,phone,12.74642706026936,1,NL-East,3.281524106959366,collision,0
83,1590.8958241425826,39,agent,5.6444735289768175,0,NL-East,7.924289202968859,glass,0
84,736.258115640381,21,online,2.113582916960828,1,NL-West,8.960113731986253,collision,0
85,478.1004980333228,18,phone,6.0158469589957955,1,NL-South,7.531643323551105,glass,0
86,572.7933791799259,49,agent,14.445894508875112,1,NL-East,10.054884988088828,collision,0
87,250.67841070449248,26,agent,3.214913910859028,1,NL-South,14.670967393434706,weather,0
88,2324.701708458968,15,online,2.6213304446109484,0,NL-North,12.7140867103794,collision,0
89,759.0745123625381,22,online,14.165059142386136,1,NL-East,12.225708835543452,collision,0
90,1992.580367459775,29,agent,14.248846272153193,0,NL-North,11.155576345223228,collision,0
91,595.2291260652759,15,online,2.2385528164487347,0,NL-South,4.018565311469862,collision,0
92,1141.863717499187,33,online,11.541792923267986,0,NL-East,12.092729822575771,weather,0
93,957.294711451834,51,agent,6.446137562786556,1,NL-South,3.1691216379689457,collision,0
94,225.4309749520783,44,agent,7.383235740073824,0,NL-West,14.258297201262447,collision,0
95,2514.583679322435,13,online,7.4803221968721925,1,NL-West,9.045750324265933,theft,0
96,609.6519907743341,28,online,14.525573416775154,0,NL-West,11.629212305683668,theft,0
97,303.5351775775636,32,phone,2.7699167137513285,0,NL-South,17.255891810301552,collision,0
98,1321.3964596841088,40,agent,11.595956028792273,0,NL-East,7.461945839031811,collision,0
99,830.0315529076842,45,phone,0.08511162539412531,1,NL-East,1.9952493924535863,theft,0
100,1070.7813420279153,29,online,9.429151603632086,0,NL-West,17.827940122639184,collision,0
101,893.1839057974719,18,online,9.790169650485893,1,NL-North,7.299675754152373,theft,0
102,86.87742952353639,39,agent,11.305593141760317,1,NL-West,8.130470445687397,collision,0
103,398.93631389182576,7,agent,13.889435442091882,0,NL-East,5.920469419587944,glass,0
104,385.299828901696,40,online,11.307526584834587,1,NL-South,8.403389817412556,theft,0
105,1575.3800130762509,53,agent,10.982159787592632,1,NL-West,10.419415238307417,theft,0
106,853.2626704454126,42,agent,3.8068127448146245,0,NL-North,16.86622577799645,weather,1
107,1190.114534277615,26,phone,14.892595637572192,0,NL-West,14.403205712472625,glass,0
108,639.2115370247503,49,agent,7.026132163858888,1,NL-South,10.265618231881398,weather,0
109,1231.1818828471564,31,phone,6.261751534188346,0,NL-South,15.276936216181653,theft,0
110,737.5261064627706,32,online,7.528163599156402,1,NL-West,16.955830388581116,weather,0
111,697.0242987575488,51,phone,5.910846836305251,1,NL-West,1.162971727104869,collision,1
112,952.5862737365093,11,agent,8.904563568389317,1,NL-North,11.844576799079467,weather,0
113,893.11959834587,46,online,5.244368846775396,0,NL-East,0.8653630709502158,theft,0
114,3743.4987665115655,40,online,3.5991727341689383,0,NL-West,6.162310025038176,theft,1
115,394.9940182470011,31,phone,13.919923526936092,1,NL-East,15.24832538345887,weather,0
116,200.67118401481395,4,agent,13.91742719956218,0,NL-West,15.825706619666743,weather,0
117,1054.1075080725132,45,agent,7.44368119171033,1,NL-South,17.676544221445504,weather,1
118,445.74638814232594,13,phone,14.432210159164551,0,NL-South,9.9647584692958,glass,0
119,73.717987702831,53,agent,6.2357573976653615,0,NL-West,1.682750350994009,theft,0
120,318.4671125269834,47,online,5.8106830269992775,1,NL-East,2.535704558826841,collision,0
121,3230.389581458331,21,agent,13.753592035712616,1,NL-West,4.886189481436174,collision,1
122,385.798551786596,26,agent,9.493755045347607,1,NL-East,7.443654221824927,collision,0
123,135.75943705801478,1,online,11.437760549953234,1,NL-East,10.531216512114302,collision,0
124,3101.8433726906396,29,online,6.191157473460319,1,NL-West,12.918747234890919,theft,1
125,306.9255674270382,3,online,6.105024967140228,0,NL-North,3.250070128944129,weather,0
126,4466.797547718548,59,agent,1.249555573171507,1,NL-East,3.779370994838631,collision,1
127,617.5145505953016,38,online,14.501158269206599,0,NL-East,3.4597961830369273,glass,0
128,2521.3723341264363,14,phone,3.4193845026315905,1,NL-East,15.098741040490074,weather,0
129,684.8223660695206,48,agent,7.414005954508966,1,NL-East,6.041756956041917,glass,0
130,1146.656041134931,1,agent,1.719154077691058,1,NL-North,3.334228313324561,collision,0
131,749.9013680253464,32,agent,9.704304200315494,0,NL-East,8.627514433384603,collision,0
132,688.8534937188638,6,online,5.863131753716505,1,NL-North,4.950328028803403,theft,0
133,992.3616767838133,3,agent,11.514928111386414,1,NL-North,7.385981331375621,weather,0
134,1176.2721872015456,14,online,7.925679817319474,1,NL-North,16.48028044379044,glass,0
135,937.7427740338228,17,agent,1.9421897277740658,0,NL-North,6.6779330254863245,weather,0
136,868.1180322000456,43,online,0.16110762892419028,0,NL-North,3.4971879397132244,collision,1
137,448.9551134343492,53,phone,3.1867302345045667,0,NL-North,4.649053491039967,collision,0
138,772.0993430102766,46,online,10.865197422306835,1,NL-West,0.6871456793719943,weather,0
139,2317.3716806895973,44,agent,12.427711914012953,0,NL-West,18.02258659265228,collision,0
140,431.4516042874291,33,agent,5.120025534894216,0,NL-West,13.939353619633092,glass,0
141,1013.5326399722502,22,online,8.038876068492817,1,NL-North,9.267219887800273,weather,0
142,1862.9253424860667,15,agent,3.60019935687834,0,NL-East,11.217296442980524,weather,0
143,1183.2753117159898,56,phone,13.20664861379941,0,NL-West,5.081819620913426,glass,0
144,1586.792250731736,31,agent,14.478107188637729,1,NL-West,8.073761224480327,collision,0
145,302.42212605462845,33,agent,11.2941003559041,0,NL-North,6.39671235086992,collision,0
146,1015.4162697831974,0,agent,1.3333008088774667,0,NL-North,16.490867775850354,theft,0
147,658.607215652979,27,online,6.556778709283784,0,NL-North,14.868507326873434,weather,0
148,681.0352434946016,40,phone,14.857585226249652,0,NL-East,5.677609811144409,weather,0
149,2189.7628970354594,29,agent,3.4407724396989714,1,NL-North,15.2449565582262,collision,1
150,689.6062281523411,36,agent,10.057075052632182,1,NL-South,1.8786723179920495,theft,0
151,1039.3706951426157,48,agent,14.078452221414848,1,NL-South,4.051391666732885,collision,0
152,135.95334516854274,1,phone,11.59805082395081,0,NL-North,2.1275858189291386,collision,0
153,2519.5532964846634,54,phone,9.132902334964182,0,NL-West,4.764926538236562,glass,1
154,1524.5446006241236,49,agent,7.600577383433438,0,NL-North,4.523877499292885,collision,0
155,794.3721094312258,25,online,13.932215435055499,0,NL-North,18.011090831138674,collision,0
156,635.5496305908875,45,online,5.92100050661543,0,NL-South,6.547790765678498,collision,0
157,1268.854238966272,3,online,13.519034998268296,1,NL-South,7.1043594723828445,weather,0
158,1847.812774166066,18,agent,6.465793935113561,1,NL-West,1.995012504841176,collision,0
159,2542.0031656352617,6,online,11.348175356382418,1,NL-North,1.319648925636483,collision,1
160,1490.2005745424094,38,online,13.73570848901215,0,NL-South,4.387751065623016,collision,0
161,877.0307574807656,51,agent,8.259643629423293,1,NL-East,2.6909227704646943,theft,1
162,1649.2205429839885,36,agent,4.648197725013869,0,NL-East,6.892199532952392,collision,1
163,1447.2191938761143,42,agent,0.7648007948801144,1,NL-North,3.720887259211878,weather,1
164,879.6057108113946,8,agent,12.138899452571627,1,NL-South,3.563426519356847,weather,0
165,1418.0571501909858,56,agent,9.330148810401257,0,NL-North,12.950733655954084,collision,0
166,1399.6496360788951,11,phone,3.9456847173824365,0,NL-East,18.8421186474365,collision,0
167,790.8580620717256,31,phone,13.161174797423845,0,NL-West,0.24963356439301476,collision,0
168,541.5571477308098,40,agent,13.80454145663702,1,NL-South,14.11112159818204,collision,0
169,1316.318189902742,51,agent,13.307491192693139,1,NL-South,13.183953444036614,collision,0
170,335.3092515386554,56,online,9.022768475342753,0,NL-South,11.701089086418948,weather,0
171,268.8893847065759,35,agent,14.648724107539401,0,NL-East,13.84596259621669,collision,0
172,1051.395263884024,34,agent,13.12208446802652,1,NL-North,10.173989883826277,collision,0
173,1291.288372791305,25,phone,1.5639060741848905,1,NL-East,18.53835466842992,collision,1
174,1045.6455210378854,34,agent,14.716589639390165,1,NL-West,3.164497856003199,collision,0
175,1130.0662640219748,40,agent,8.232095590047761,1,NL-North,9.47102920101737,collision,0
176,1275.9164040340297,38,online,13.800538553369577,0,NL-West,13.060767658391836,collision,0
177,2195.245986768346,35,online,11.405121522490226,1,NL-North,18.173974990461247,weather,1
178,1507.9551487344995,26,agent,9.71350013033128,0,NL-South,9.748711137290309,collision,0
179,1476.7140455328763,11,online,4.900085724845454,0,NL-West,19.539925067754492,collision,0
180,992.8753064335355,3,phone,0.40545035376501226,0,NL-West,13.129657333006044,glass,0
181,1020.3034737242065,25,agent,4.151043786631253,0,NL-West,13.984250765650586,theft,0
182,741.6853729856131,23,online,10.287304843103932,0,NL-South,16.364144441405983,weather,0
183,1106.1198677976256,36,agent,12.9467236030737,0,NL-East,14.678366081322306,collision,0
184,319.78729966951505,54,agent,0.03519895673219364,0,NL-West,10.452538436056866,collision,0
185,2202.0327072282716,42,agent,3.119606606802334,0,NL-North,15.452341437591432,collision,1
186,407.28142679810253,48,agent,10.096015731031303,0,NL-South,0.7146590480450832,weather,0
187,1505.8485105325467,34,agent,4.254526564806095,0,NL-East,18.655345808290985,weather,0
188,2019.1978137827045,55,phone,2.1255428108042325,0,NL-West,16.46299729030474,collision,1
189,1503.3933784933702,56,agent,1.229041473352848,1,NL-North,12.75322350304804,collision,1
190,3419.7209696019304,9,phone,9.56818495236834,0,NL-East,1.3750894406287717,collision,1
191,93.71975219070035,38,agent,8.922897255425172,1,NL-West,5.898476966115316,collision,0
192,571.4290350251276,30,phone,12.879203582245038,0,NL-West,5.07256375412261,collision,0
193,1996.6794725637542,58,online,4.722565008678971,0,NL-West,5.140499646505054,glass,0
194,258.37471272011607,35,agent,2.0507792750332916,1,NL-South,13.44204675901507,collision,0
195,418.645292464608,0,online,11.987326330352767,0,NL-North,17.522767477848827,collision,0
196,1219.5566722424476,12,online,14.822788872784995,0,NL-South,13.632604971416797,theft,0
197,868.9131105959912,7,agent,5.405843109273281,0,NL-West,7.775194707136652,collision,0
198,1166.428761023492,12,agent,12.980244213598953,1,NL-West,19.384728420583528,glass,0
199,925.7908058857106,5,online,11.438182061412935,1,NL-North,17.251647130923665,collision,0
200,990.2176871056129,46,online,13.673779421381223,1,NL-East,13.708368187400723,weather,0
201,456.21010845269535,29,agent,6.36558714871394,0,NL-West,7.94931297783787,collision,0
202,966.9145242297691,40,online,1.519522572357364,0,NL-East,13.676548823057072,collision,1
203,604.1375673169872,59,agent,1.7753430954739309,1,NL-East,8.159902261040495,collision,0
204,673.2440217896584,38,agent,11.44797630687063,0,NL-East,3.1037400932968495,weather,0
205,1491.6568942912875,28,online,12.949977592475518,1,NL-West,12.376694091822621,collision,0
206,245.3453760587336,16,phone,6.855251114055766,0,NL-East,13.96204570461519,collision,0
207,52.32492005990889,45,agent,0.893563338557189,0,NL-South,6.986074517439425,collision,0
208,1416.7372075114884,30,agent,1.000590605396845,1,NL-West,18.58615634680339,collision,0
209,967.6374279372844,45,agent,8.979005250936357,0,NL-West,17.08519122723673,weather,0
210,2017.7140880281952,1,online,13.779365253224553,0,NL-East,11.657050847540201,glass,0
211,428.79424164156103,9,agent,5.993752705588747,0,NL-West,1.2047152131895822,theft,0
212,771.6099711113197,7,agent,9.759297227987338,0,NL-East,0.344316746485136,collision,0
213,894.2266051706072,40,agent,8.130116534351572,0,NL-North,12.797725646582832,theft,0
214,505.52240787724855,31,phone,13.346367666780923,1,NL-East,16.27611760261778,theft,0
215,381.46015161559234,19,agent,12.485814174633528,0,NL-West,10.007056669022443,collision,0
216,1467.1135496680577,18,online,2.9902284025410557,1,NL-East,0.46975856338844935,collision,0
217,221.66615809875873,36,agent,10.163146478395777,0,NL-East,2.8965776342825866,theft,1
218,325.95957985082146,57,agent,12.712547787143073,0,NL-South,4.22489851734523,weather,0
219,751.5489043165197,59,agent,13.953740727188086,1,NL-East,12.555114674357416,collision,0
220,1587.6437513239473,28,agent,8.848907107878329,1,NL-South,9.721190518667047,weather,0
221,534.027412868026,40,agent,2.63866852740775,0,NL-East,2.0441358519771535,weather,0
222,478.3253451336326,5,agent,8.373481261266683,0,NL-South,10.03348809101917,glass,0
223,717.0483210907643,56,agent,9.987285174875261,1,NL-North,17.389856467155873,glass,0
224,1089.4641507487825,1,agent,4.087335922801012,0,NL-West,8.782300130994036,collision,0
225,631.0717830199823,20,agent,14.595022231885345,1,NL-North,2.995247984891951,collision,0
226,1729.4857149222164,43,agent,3.439893769621109,0,NL-South,11.560157889136644,weather,0
227,1779.7147102111392,58,agent,13.670287825965575,1,NL-North,18.587718897965694,weather,1
228,751.5182477318589,10,agent,6.37771136286964,1,NL-West,2.318208885117723,collision,0
229,2833.642440563873,39,online,0.008312472493559042,0,NL-East,3.128154964182288,theft,1
230,878.9257445819956,11,phone,8.149336100249679,0,NL-South,11.336854224688867,weather,0
231,1738.973906801841,3,online,9.424287988760199,0,NL-West,6.799934360931779,collision,0
232,1067.3486636545513,25,agent,13.040450298124464,1,NL-South,17.91121222523319,collision,0
233,1052.826973881697,34,phone,8.108448577053952,0,NL-South,14.255277937817253,collision,0
234,170.77995743837704,15,phone,1.4119407322909738,1,NL-West,2.9417561236172673,collision,0
235,300.1442522599377,58,agent,13.902203389594167,1,NL-South,17.414367734254363,theft,1
236,658.0443389872138,36,agent,8.480321863882098,1,NL-North,12.8458408353887,collision,0
237,1770.5253584798209,26,online,4.072967879582685,0,NL-West,9.872686769145755,weather,0
238,1078.531383228455,29,phone,13.482879247327407,0,NL-West,5.130928848693812,collision,0
239,662.924555982418,27,online,1.8137020855055148,1,NL-South,12.994212158264574,weather,0
240,1300.3070244753376,6,online,1.4622425852004244,0,NL-South,17.969716680224433,collision,0
241,1725.9478551589384,36,online,8.025136407008725,0,NL-East,0.7695251459226782,weather,0
242,837.4318814324472,47,phone,9.373263417093144,1,NL-West,7.503000084241305,collision,0
243,985.7840269758965,25,agent,7.664387510872098,0,NL-North,18.713190243745945,theft,0
244,893.8163407618313,25,agent,13.934880706686485,0,NL-North,7.658188916873421,collision,0
245,797.2147012078633,54,phone,3.9423125208914627,1,NL-East,0.7174060338853283,collision,0
246,424.65146464570586,36,agent,14.853526138140927,1,NL-West,2.028882478532965,collision,0
247,395.66391470614803,17,agent,0.29024001668981114,1,NL-East,13.815200691588467,collision,0
248,1294.5103244228483,0,agent,1.7780099199022903,0,NL-West,14.002410202919052,weather,0
249,1748.5275301961049,49,agent,2.7851445904111802,1,NL-West,2.30090077181367,collision,1
250,661.8805160767326,37,agent,1.1936359058178998,1,NL-North,4.384320210710317,glass,0
251,649.5437058745941,37,online,6.573267996435217,1,NL-East,11.277458773496392,collision,0
252,122.06167512587122,16,agent,12.980582635681795,1,NL-West,13.730659695682174,collision,0
253,95.6443546843547,11,online,12.311389903201956,1,NL-West,3.1358049129524113,glass,0
254,2060.113595689875,29,agent,11.171352840714256,1,NL-South,9.127646836820297,collision,0
255,449.84371538422636,45,phone,0.1111410290318654,1,NL-South,11.240703969562508,weather,0
256,3575.506179108609,17,online,12.985590401343421,0,NL-South,0.9940706803524479,collision,1
257,521.8044976267055,31,phone,5.947486379328223,1,NL-North,4.475129819944021,theft,0
258,177.27987588112543,59,agent,10.974566317858184,0,NL-East,18.377914751060782,weather,0
259,899.2091813542501,13,agent,10.903780266955929,1,NL-North,17.599631062630294,collision,0
260,1455.11955581439,13,online,2.6628154082780418,0,NL-North,6.4496623281120735,theft,0
261,1343.4612037819552,14,phone,7.7309227137648895,0,NL-North,17.35954160989693,collision,0
262,1557.5971971264091,54,agent,13.892714384191112,0,NL-West,12.65103997828213,weather,0
263,350.8717404389835,31,online,3.9457294512281993,1,NL-West,19.6324434696912,collision,0
264,2027.1544017615279,55,online,10.725417720023023,1,NL-North,19.32437893767695,collision,1
265,2107.632744310918,56,agent,14.37076558940806,0,NL-South,12.338755993613116,collision,0
266,2169.609562832436,25,online,5.409467634440886,0,NL-South,9.356788626285342,theft,0
267,1011.3800090382961,3,agent,5.814505090374783,1,NL-East,2.8456160487741355,glass,0
268,620.9452997244985,18,agent,6.788437638128603,0,NL-North,10.60701399781814,glass,0
269,576.0266969263475,32,phone,12.135588625041656,0,NL-North,7.96597351858908,weather,0
270,176.1778484996416,22,agent,6.589270826042414,0,NL-North,12.912137811508167,weather,0
271,531.6936911602137,0,online,7.29368934011063,1,NL-West,1.789817527462234,weather,0
272,46.38124323015749,59,online,3.3347623465541583,0,NL-South,16.698355206815712,collision,0
273,149.9475467227787,18,phone,14.82517598028286,0,NL-North,19.342289832380168,collision,0
274,1003.6419631815492,37,agent,13.385312309548475,1,NL-West,4.1872544082515954,theft,0
275,680.245509456922,56,agent,9.003814695426863,0,NL-South,12.655672938064647,collision,0
276,971.6350275517815,32,agent,14.408401071898782,1,NL-South,16.038768643248783,weather,0
277,1377.9415247814202,41,online,10.3049665012107,1,NL-South,11.088185715790162,collision,0
278,1107.4021164636727,2,agent,14.386584487787442,0,NL-South,18.708738030737468,collision,0
279,1039.68785893791,41,online,2.423038001094446,0,NL-East,10.237331616074723,weather,0
280,778.3690435733749,50,agent,3.3818611035462123,0,NL-East,5.410947836007544,collision,0
281,435.4300129322201,55,agent,13.27773695457591,0,NL-East,9.432003861618853,glass,0
282,260.5022859993063,5,phone,6.298115874399308,1,NL-West,9.757325102624252,glass,0
283,543.7436815434723,13,phone,5.567365561538521,1,NL-West,5.074229318212677,theft,0
284,788.5368975622114,2,agent,11.315030345760158,1,NL-West,15.739055825463774,weather,0
285,866.7832272775921,55,online,9.454884902540394,0,NL-West,12.35493231029605,collision,0
286,1559.9188353848713,16,agent,5.16107399650864,1,NL-South,7.407369154104677,collision,0
287,734.470356360005,31,online,5.9679088132909035,1,NL-South,8.433124560302854,weather,0
288,1239.8370385898684,28,agent,6.125756374502313,1,NL-North,7.434022371767874,collision,0
289,204.5218777579613,41,online,1.8949699210356634,0,NL-East,8.95797075376871,collision,0
290,1014.1786028050778,53,agent,3.443308942052676,1,NL-North,10.561891209220171,collision,0
291,961.9816138083089,19,agent,8.062954224037556,0,NL-West,6.618539443271201,theft,0
292,2027.623514557772,47,online,11.727407284177493,1,NL-West,16.36313548804187,weather,1
293,680.7306256874886,17,agent,6.285724266438314,1,NL-West,18.56734256346828,collision,0
294,657.7204977374403,11,agent,5.7502919937893875,1,NL-North,10.456005989241566,collision,0
295,1384.7646461468025,6,agent,9.757742302957757,0,NL-South,14.227255878079792,weather,0
296,281.20281333863744,22,agent,2.3588079582031933,1,NL-North,18.610783613533663,collision,0
297,994.7411511065549,33,online,5.711254866256547,1,NL-South,3.838790361846569,collision,0
298,267.1276765390989,46,agent,3.1220435429549074,1,NL-South,3.794450770493931,collision,0
299,2648.492964766538,50,online,9.774693514918722,1,NL-East,1.4522205989265013,weather,0
300,588.555927206749,31,phone,1.685460223741161,1,NL-East,8.842059849394811,collision,0
301,249.77196924878848,24,agent,6.7173422940366425,0,NL-East,6.622949271761915,collision,0
302,540.4398841399922,10,phone,8.942730856386127,0,NL-North,11.210681049171534,collision,0
303,999.2596876425644,54,agent,12.505131643173604,1,NL-East,9.021373879463784,collision,0
304,1212.267964699204,23,agent,10.868269146391574,0,NL-South,3.803878156176592,glass,0
305,1956.3806377225258,45,agent,14.142946815207942,0,NL-North,7.823606297348206,weather,0
306,486.24548967213684,37,agent,10.198176108794181,1,NL-East,0.577936708539919,theft,0
307,1429.1795903666787,55,agent,5.237844523502698,0,NL-East,10.747695124574339,collision,0
308,150.12677906425571,58,agent,3.47585823771633,1,NL-West,5.4212029617174196,collision,0
309,328.1172171276505,42,phone,0.848736054882604,0,NL-East,2.2471766923425007,theft,0
310,210.7563342429182,39,online,4.163814250649499,0,NL-South,1.3171372790040659,collision,0
311,413.5820424364923,8,phone,2.0527303327005115,0,NL-West,14.288978146866935,theft,0
312,1384.2427773246852,0,online,5.538371666125228,0,NL-North,4.946810347974678,collision,0
313,496.52093352344934,32,online,10.538672088789083,0,NL-South,13.1759395234641,weather,0
314,580.0284889740349,42,agent,10.380510363197187,0,NL-East,16.310170297681573,collision,0
315,1019.2475700057353,44,online,4.77249644045913,1,NL-North,9.999714984283315,collision,0
316,1175.9455087995566,15,agent,7.628285559241319,0,NL-North,2.661053095524555,collision,0
317,594.8624289138654,30,phone,3.251573547026987,1,NL-North,12.290957350971262,collision,0
318,325.9450407429388,51,phone,7.544650778010274,1,NL-West,1.4321502830220467,collision,0
319,2365.6760783676714,5,agent,7.651228143451712,1,NL-West,16.34287063529517,collision,0
320,598.1522092664147,23,online,4.519452583776028,1,NL-East,15.230804278524282,glass,0
